tabellaria           , little---a           , 0.8181818181818182, 0.3 
googol100            , nadanadora           , 0.3, 0.85 
chesscarl            , angel2006            , 0.8571428571428571, 0.55 
evianwahter          , saviter              , 0.8235294117647058, 0.375 
christina-a-11       , mouhieddine          , 0.8181818181818182, 0.5238095238095238 
christina-a-11       , philosophorum        , 0.8387096774193549, 0.4666666666666667 
christina-a-11       , valerioneto          , 0.9285714285714286, 0.23076923076923078 
e_t123               , christina-a-11       , 0.4090909090909091, 0.8181818181818182 
christina-a-11       , e_t123               , 0.8235294117647058, 0.375 
s-a                  , jupitrer             , 0.8333333333333334, 0.5454545454545454 
verduzzo             , skuppam3             , 0.9090909090909091, 0.5 
neilgally            , minecraftbook        , 0.4, 0.8 
hasan_al-banna       , kreatonn             , 0.6923076923076923, 0.8333333333333334 
nik99                , roman_kauttpshbtku   , 0.9230769230769231, 0.0 
mauornelas           , shijima220           , 0.9, 0.5555555555555556 
mauornelas           , shijima220           , 0.8235294117647058, 0.29411764705882354 
gourang              , goldenfox99          , 0.9090909090909091, 0.3 
valeriy56            , dsom1234             , 0.8, 0.5555555555555556 
doraemon61           , hisokaxhunter        , 0.8, 0.2857142857142857 
doraemon61           , keongracun           , 0.8461538461538461, 0.16666666666666666 
jfroysa              , sansthecomic         , 0.15384615384615385, 0.9166666666666666 
nokeiz               , cooldude1200         , 0.8, 0.3333333333333333 
maratderb            , dsom                 , 0.8, 0.3333333333333333 
hus1972              , dinooni              , 0.9473684210526315, 0.5 
giledo               , hus1972              , 0.3076923076923077, 0.8461538461538461 
hus1972              , enmerkar             , 0.9090909090909091, 0.2 
theanimal1990        , hus1972              , 0.47619047619047616, 0.85 
forza1234            , meccanoidg15         , 0.45, 0.8421052631578947 
sasha046             , gmanderson           , 0.6666666666666666, 0.8333333333333334 
gmanderson           , dlvillela            , 0.9375, 0.2 
jfthechessmaster     , gmanderson           , 0.8115942028985508, 0.7971014492753623 
anirbanplus          , rps_1899             , 0.4666666666666667, 0.8666666666666667 
rps_1899             , jtg2016              , 0.8, 0.35 
evannathag           , rps_1899             , 0.3125, 0.8125 
rps_1899             , musashi-27           , 0.8235294117647058, 0.4375 
piley159             , throwaway10825       , 0.3448275862068966, 0.8620689655172413 
piley159             , mimik29              , 0.8, 0.4444444444444444 
honza7               , sriramprasad         , 0.8181818181818182, 0.5 
honza7               , mishkajap            , 0.875, 0.26666666666666666 
mishkajap            , honza7               , 0.1, 0.8 
honza7               , mishkajap            , 0.8333333333333334, 0.23529411764705882 
honza7               , mostafiz             , 0.8461538461538461, 0.25 
muddel               , misfox               , 0.8461538461538461, 0.3333333333333333 
efeozbakir1          , ahmedmachine         , 0.18181818181818182, 0.9090909090909091 
kasparovd0311        , giannispolyhrono     , 0.8181818181818182, 0.5 
chessinprogress      , chees29              , 0.8, 0.3333333333333333 
grigorich            , siindbad             , 0.35, 0.8 
siindbad             , walkerbxd            , 0.8717948717948718, 0.5526315789473685 
suziernesti          , siindbad             , 0.3684210526315789, 0.8421052631578947 
siindbad             , miguelhermoz         , 0.8888888888888888, 0.46153846153846156 
thejoker132          , siindbad             , 0.36363636363636365, 0.9090909090909091 
adonaiadan           , siindbad             , 0.3, 0.8 
ranchowangdu         , boseayan             , 0.8125, 0.625 
xxofficialmasterxx   , dantediluvian        , 0.8125, 0.4 
thegreatman06        , dariushbaz           , 0.3, 0.8 
williamyen           , dregassa             , 0.8076923076923077, 0.52 
williamyen           , dregassa             , 0.8333333333333334, 0.4117647058823529 
nicholas9999         , jarkon               , 0.8461538461538461, 0.16666666666666666 
daros21              , andreschil           , 0.9090909090909091, 0.3 
pink-flower          , shakthipradeesh      , 0.9, 0.21052631578947367 
semarchess           , oso_bucholz          , 0.8571428571428571, 0.37037037037037035 
shiro94              , q_ban                , 0.4444444444444444, 0.8333333333333334 
krishchennai93       , dlbrecken            , 0.8076923076923077, 0.48 
krishchennai93       , katun                , 0.8421052631578947, 0.3888888888888889 
fantom2003           , krishchennai93       , 0.23529411764705882, 1.0 
cosqun588            , krishchennai93       , 0.4375, 0.8125 
krishchennai93       , cosqun588            , 1.0, 0.5294117647058824 
runcrazex            , antonioarmando       , 0.8461538461538461, 0.4166666666666667 
jackydawg            , kingcaptor           , 0.8181818181818182, 0.45454545454545453 
lance5500            , saitama_opm          , 0.6296296296296297, 0.8518518518518519 
saitama_opm          , livia_dq1            , 0.8333333333333334, 0.36363636363636365 
livia_dq1            , saitama_opm          , 0.1111111111111111, 0.8333333333333334 
straniknochi         , elgranmaestro        , 0.4375, 0.8125 
casparon             , mahmoud_safyan       , 0.23809523809523808, 0.8095238095238095 
jbrzo                , mahmoud_safyan       , 0.38461538461538464, 0.8461538461538461 
mahmoud_safyan       , malek28              , 0.875, 0.2 
barneystinsonking    , mehmetali_t          , 0.4166666666666667, 0.8333333333333334 
arunava10            , doevert              , 0.8235294117647058, 0.47058823529411764 
arunava10            , thiagobezerra        , 0.85, 0.3684210526315789 
and29rey             , gamingprof           , 0.4117647058823529, 0.8823529411764706 
gamingprof           , usuarioconnombre     , 0.8095238095238095, 0.4 
pol2013              , tony995              , 0.2, 0.9 
palermo1016          , tony995              , 0.6, 0.825 
ipetrov123456        , tony995              , 0.2631578947368421, 0.8421052631578947 
ipetrov123456        , tony995              , 0.5, 0.84375 
tandemchess          , wikiplayschess       , 0.8333333333333334, 0.45454545454545453 
legolas1973          , oggy04               , 0.3076923076923077, 0.9166666666666666 
oggy04               , denysov              , 0.9, 0.3333333333333333 
makc12               , oggy04               , 0.8181818181818182, 0.2 
zito_olaybal_jr      , miklegro             , 0.8461538461538461, 0.3333333333333333 
philippinepride      , nickthegardner       , 0.8, 0.631578947368421 
philippinepride      , ben67                , 0.8333333333333334, 0.36363636363636365 
elcidestaron         , khalon               , 0.375, 0.8125 
extragm              , alexmalando          , 0.13333333333333333, 0.8 
jyotirmoy1997        , ilex                 , 0.9166666666666666, 0.391304347826087 
chita                , andrewnelles         , 0.8333333333333334, 0.36363636363636365 
traced               , panmas               , 0.8695652173913043, 0.6363636363636364 
plomba               , traced               , 0.5, 0.8333333333333334 
pavelsps             , saggy007             , 0.5, 0.8 
abcd0987             , pavelsps             , 0.8, 0.3333333333333333 
nitsua49             , egychess             , 0.5294117647058824, 0.8125 
ompolbabi2           , nitsua49             , 0.8333333333333334, 0.3333333333333333 
arfhan               , lasttry              , 0.56, 0.8 
jonkuc               , brodski              , 0.9285714285714286, 0.46153846153846156 
davidc87             , tonidamigo           , 0.36363636363636365, 0.8 
kozlov               , arroccorocchetti     , 0.875, 0.2 
whzgud               , bilrost              , 0.8, 0.4444444444444444 
vladimir-kramnik-1   , pramath91            , 0.5882352941176471, 0.8235294117647058 
xchuko               , chesshaar            , 0.5357142857142857, 0.8214285714285714 
bolsasexpectadores   , chesshaar            , 0.4444444444444444, 0.8888888888888888 
totti                , gm1234               , 0.5, 0.875 
roman-belgorod31rus  , bernabe              , 0.4090909090909091, 0.8095238095238095 
futuro_gm22          , st2orm               , 0.8, 0.21428571428571427 
taranga              , killerbrecht         , 0.9, 0.3333333333333333 
fabrysgo             , sasmitha             , 0.85, 0.42105263157894735 
abujssar             , amithchess           , 0.8666666666666667, 0.14285714285714285 
shadytoffeebackup    , grsa                 , 0.9090909090909091, 0.1 
dragonslayer04       , maksim89             , 0.88, 0.4583333333333333 
bjarne27             , jakob2000            , 0.25, 0.8333333333333334 
alekhine_rose        , lolmens              , 0.4, 0.8 
lolmens              , amine-elhijazi       , 0.6875, 0.8125 
lolmens              , ja45                 , 0.8333333333333334, 0.4117647058823529 
ianremsen            , twipply              , 0.9090909090909091, 0.36363636363636365 
caniche7             , abidazad             , 0.8333333333333334, 0.35294117647058826 
alvin_cruz           , clesque              , 0.8076923076923077, 0.48 
cowcowcuw123         , hamzeh_persian       , 0.5, 0.8461538461538461 
gourang              , goldenfox99          , 0.8181818181818182, 0.4 
xclasher             , meme_master          , 0.6, 0.8 
masonpafun           , meme_master          , 0.3333333333333333, 0.8666666666666667 
rasitbirol           , jul-ana              , 0.8181818181818182, 0.7 
gkhnkrdmr            , hofmanmarrian        , 0.8235294117647058, 0.25 
revhas               , greeceacho           , 0.8181818181818182, 0.5 
cdvh                 , hunecel              , 0.3, 0.8 
taranga              , killerbrecht         , 0.9, 0.3333333333333333 
antonate             , piranava             , 0.9230769230769231, 0.16666666666666666 
duckduckfrog         , smartduckduckcow     , 0.46153846153846156, 0.8461538461538461 
vitaminex            , dharanidharan        , 0.8571428571428571, 0.38461538461538464 
renci                , incompetentf         , 0.8333333333333334, 0.4166666666666667 
lodzianin            , dillanmichaelpr      , 0.5172413793103449, 0.8275862068965517 
wojand               , gladius95cc          , 0.5833333333333334, 0.8333333333333334 
delallioui           , peterqiu             , 0.8666666666666667, 0.4 
derspiegel           , xxvn                 , 0.8333333333333334, 0.5 
caracarton           , nigelnaomi           , 0.2857142857142857, 0.8095238095238095 
ethanl12             , chesskhovtsev        , 0.84, 0.4166666666666667 
yazeed_bani_saleem   , nachoro              , 0.34615384615384615, 0.8846153846153846 
tetley               , vadikrbw             , 0.8, 0.3 
aragon26             , andreess             , 0.8, 0.0 
ramin741             , kukushonok           , 0.4444444444444444, 0.8888888888888888 
elijahreese          , sely-chess           , 0.8181818181818182, 0.4 
verylongusername     , betti                , 0.8, 0.0 
khelil               , joses217             , 0.8, 0.07142857142857142 
custommods           , juanma206            , 0.25, 0.8125 
suskunkral           , tigersounak          , 0.8181818181818182, 0.4 
elvis1997            , valdejinate          , 0.8, 0.5416666666666666 
elvis1997            , arema                , 0.8, 0.2857142857142857 
elvis1997            , giox1812             , 0.8333333333333334, 0.23529411764705882 
elvis1997            , cheesover            , 0.8064516129032258, 0.5333333333333333 
elvis1997            , stocksstar           , 0.875, 0.26666666666666666 
jameleddine          , elvis1997            , 0.5, 0.9 
thiagochess4ever     , albertlai431         , 0.8947368421052632, 0.3888888888888889 
reubpear             , hansdampf            , 0.42857142857142855, 0.8571428571428571 
mauriciosampaio      , reubpear             , 0.32, 0.8 
rubikstein           , arrchess             , 0.8095238095238095, 0.45 
yastenet             , wellsaid             , 0.3333333333333333, 0.9523809523809523 
ura81                , khemar               , 0.4, 0.8 
unrim                , arsti                , 0.8, 0.4444444444444444 
juanarmando          , chessbro47           , 0.8, 0.2857142857142857 
chessbro47           , dumbsaint            , 0.8333333333333334, 0.41379310344827586 
kleinmeister         , fabian1104           , 0.3333333333333333, 0.8333333333333334 
fabian1104           , umma                 , 0.8, 0.375 
fabian1104           , neo_dima86           , 0.8695652173913043, 0.2727272727272727 
lance5500            , artem555             , 0.8, 0.35714285714285715 
v_bogdanets          , basakcesur           , 0.5, 0.8333333333333334 
aboud                , araxa                , 0.8, 0.2222222222222222 
namantyagi           , rohangupta4398       , 0.5357142857142857, 0.8214285714285714 
taranga              , killerbrecht         , 0.9, 0.3333333333333333 
thebadfish           , crraii               , 0.3333333333333333, 0.8181818181818182 
thebadfish           , crraii               , 0.5, 0.8888888888888888 
crraii               , kudrin64             , 0.9166666666666666, 0.4166666666666667 
viswannabe           , axelxdxd             , 0.15384615384615385, 0.8461538461538461 
laode_syahril        , alik34               , 0.8181818181818182, 0.4 
varun_aravind        , craciun05            , 0.8, 0.2222222222222222 
chesspopper88        , keresch              , 0.9375, 0.6 
aplause              , mrjv                 , 0.4, 0.8 
mrjv                 , ezi9500              , 0.5, 0.8 
cselhu3              , walt_b               , 0.8, 0.2222222222222222 
ejachess             , lynnpv               , 0.8947368421052632, 0.3888888888888889 